Дата;  1-кімнатна ; 2-кімнатна ; 3-кімнатна ; Курс долара 
10.02.19; 9 555,00 ? ; 12 601,00 ? ; 16 204,00 ? ; 26,90 ? 
11.02.19; 9 574,00 ? ; 12 610,00 ? ; 16 196,00 ? ; 27,06 ? 
12.02.19; 9 594,00 ? ; 12 617,00 ? ; 16 191,00 ? ; 27,01 ? 
13.02.19; 9 615,00 ? ; 12 621,00 ? ; 16 185,00 ? ; 27,09 ? 
14.02.19; 9 635,00 ? ; 12 625,00 ? ; 16 181,00 ? ; 27,16 ? 
15.02.19; 9 651,00 ? ; 12 627,00 ? ; 16 176,00 ? ; 27,25 ? 
16.02.19;;;; 27,25 ? 
17.02.19; 9 663,00 ? ; 12 627,00 ? ; 16 169,00 ? ; 27,25 ? 
18.02.19; 9 672,00 ? ; 12 628,00 ? ; 16 163,00 ? ; 27,19 ? 
19.02.19; 9 679,00 ? ; 12 631,00 ? ; 16 159,00 ? ; 27,17 ? 
20.02.19; 9 682,00 ? ; 12 634,00 ? ; 16 156,00 ? ; 27,09 ? 
21.02.19; 9 681,00 ? ; 12 640,00 ? ; 16 153,00 ? ; 27 
22.02.19; 9 675,00 ? ; 12 647,00 ? ; 16 151,00 ? ; 27,02 ? 
23.02.19; 9 665,00 ? ; 12 657,00 ? ; 16 154,00 ? ; 27,02 ? 
24.02.19; 9 652,00 ? ; 12 669,00 ? ; 16 157,00 ? ; 27,02 ? 
25.02.19; 9 636,00 ? ; 12 683,00 ? ; 16 162,00 ? ; 26,99 ? 
26.02.19; 9 619,00 ? ; 12 700,00 ? ; 16 168,00 ? ; 26,98 ? 
27.02.19; 9 600,00 ? ; 12 719,00 ? ; 16 176,00 ? ; 26,99 ? 
28.02.19; 9 577,00 ? ; 12 739,00 ? ; 16 185,00 ? ; 26,86 ? 
01.03.19; 9 553,00 ? ; 12 760,00 ? ; 16 197,00 ? ; 26,86 ? 
02.03.19; 9 528,00 ? ; 12 781,00 ? ; 16 211,00 ? ; 26,86 ? 
03.03.19; 9 505,00 ? ; 12 803,00 ? ; 16 228,00 ? ; 26,86 ? 
04.03.19; 9 485,00 ? ; 12 825,00 ? ; 16 250,00 ? ; 26,83 ? 
05.03.19; 9 467,00 ? ; 12 847,00 ? ; 16 271,00 ? ; 26,76 ? 
06.03.19; 9 452,00 ? ; 12 868,00 ? ; 16 291,00 ? ; 26,48 ? 
07.03.19; 9 441,00 ? ; 12 887,00 ? ; 16 311,00 ? ; 26,39 ? 
08.03.19; 9 434,00 ? ; 12 903,00 ? ; 16 329,00 ? ; 26,39 ? 
09.03.19; 9 430,00 ? ; 12 916,00 ? ; 16 347,00 ? ; 26,39 ? 
10.03.19; 9 428,00 ? ; 12 925,00 ? ; 16 363,00 ? ; 26,39 ? 
11.03.19; 9 429,00 ? ; 12 932,00 ? ; 16 380,00 ? ; 26,31 ? 
12.03.19; 9 431,00 ? ; 12 936,00 ? ; 16 396,00 ? ; 26,36 ? 
13.03.19; 9 435,00 ? ; 12 938,00 ? ; 16 414,00 ? ; 26,70 ? 
14.03.19; 9 444,00 ? ; 12 938,00 ? ; 16 430,00 ? ; 26,72 ? 
15.03.19; 9 458,00 ? ; 12 938,00 ? ; 16 445,00 ? ; 27,01 ? 
16.03.19; 9 476,00 ? ; 12 937,00 ? ; 16 459,00 ? ; 27,01 ? 
17.03.19; 9 493,00 ? ; 12 936,00 ? ; 16 472,00 ? ; 27,01 ? 
18.03.19; 9 513,00 ? ; 12 934,00 ? ; 16 483,00 ? ; 27,13 ? 
19.03.19; 9 534,00 ? ; 12 932,00 ? ; 16 493,00 ? ; 27,16 ? 
20.03.19; 9 551,00 ? ; 12 931,00 ? ; 16 503,00 ? ; 27,17 ? 
21.03.19; 9 566,00 ? ; 12 929,00 ? ; 16 515,00 ? ; 27,26 ? 
22.03.19; 9 576,00 ? ; 12 928,00 ? ; 16 531,00 ? ; 26,96 ? 
23.03.19; 9 582,00 ? ; 12 929,00 ? ; 16 550,00 ? ; 26,96 ? 
24.03.19; 9 588,00 ? ; 12 931,00 ? ; 16 571,00 ? ; 26,96 ? 
25.03.19; 9 593,00 ? ; 12 935,00 ? ; 16 594,00 ? ; 26,89 ? 
26.03.19; 9 596,00 ? ; 12 941,00 ? ; 16 616,00 ? ; 26,98 ? 
27.03.19; 9 600,00 ? ; 12 944,00 ? ; 16 635,00 ? ; 27,08 ? 
28.03.19; 9 602,00 ? ; 12 946,00 ? ; 16 654,00 ? ; 27,25 ? 
29.03.19; 9 602,00 ? ; 12 946,00 ? ; 16 671,00 ? ; 27,21 ? 
30.03.19; 9 600,00 ? ; 12 943,00 ? ; 16 689,00 ? ; 27,21 ? 
31.03.19; 9 596,00 ? ; 12 938,00 ? ; 16 705,00 ? ; 27,21 ? 
01.04.19; 9 594,00 ? ; 12 931,00 ? ; 16 722,00 ? ; 27,19 ? 
02.04.19; 9 589,00 ? ; 12 921,00 ? ; 16 732,00 ? ; 26,97 ? 
03.04.19;;;; 27,08 ? 
04.04.19; 9 579,00 ? ; 12 909,00 ? ; 16 737,00 ? ; 27,02 ? 
05.04.19; 9 571,00 ? ; 12 894,00 ? ; 16 738,00 ? ; 26,77 ? 
06.04.19; 9 565,00 ? ; 12 880,00 ? ; 16 733,00 ? ; 26,77 ? 
07.04.19; 9 561,00 ? ; 12 863,00 ? ; 16 720,00 ? ; 26,77 ? 
08.04.19; 9 559,00 ? ; 12 845,00 ? ; 16 702,00 ? ; 26,64 ? 
09.04.19; 9 554,00 ? ; 12 827,00 ? ; 16 680,00 ? ; 26,70 ? 
10.04.19; 9 549,00 ? ; 12 808,00 ? ; 16 652,00 ? ; 26,77 ? 
11.04.19; 9 545,00 ? ; 12 789,00 ? ; 16 620,00 ? ; 26,83 ? 
12.04.19; 9 540,00 ? ; 12 773,00 ? ; 16 585,00 ? ; 26,71 ? 
13.04.19; 9 535,00 ? ; 12 758,00 ? ; 16 549,00 ? ; 26,71 ? 
14.04.19; 9 531,00 ? ; 12 748,00 ? ; 16 512,00 ? ; 26,71 ? 
15.04.19; 9 526,00 ? ; 12 741,00 ? ; 16 476,00 ? ; 26,81 ? 
16.04.19; 9 521,00 ? ; 12 737,00 ? ; 16 440,00 ? ; 26,72 ? 
17.04.19; 9 515,00 ? ; 12 736,00 ? ; 16 403,00 ? ; 26,69 ? 
18.04.19; 9 511,00 ? ; 12 737,00 ? ; 16 373,00 ? ; 26,84 ? 
19.04.19; 9 509,00 ? ; 12 742,00 ? ; 16 350,00 ? ; 26,85 ? 
20.04.19; 9 507,00 ? ; 12 749,00 ? ; 16 329,00 ? ; 26,85 ? 
21.04.19; 9 504,00 ? ; 12 756,00 ? ; 16 313,00 ? ; 26,85 ? 
22.04.19; 9 502,00 ? ; 12 763,00 ? ; 16 299,00 ? ; 26,78 ? 
23.04.19; 9 500,00 ? ; 12 768,00 ? ; 16 288,00 ? ; 26,69 ? 
24.04.19; 9 501,00 ? ; 12 772,00 ? ; 16 276,00 ? ; 26,59 ? 
25.04.19; 9 501,00 ? ; 12 772,00 ? ; 16 266,00 ? ; 26,62 ? 
26.04.19; 9 502,00 ? ; 12 772,00 ? ; 16 260,00 ? ; 26,62 ? 
27.04.19; 9 505,00 ? ; 12 770,00 ? ; 16 256,00 ? ;  
28.04.19; 9 510,00 ? ; 12 765,00 ? ; 16 253,00 ? ;  
29.04.19; 9 514,00 ? ; 12 756,00 ? ; 16 249,00 ? ;  
30.04.19; 9 519,00 ? ; 12 743,00 ? ; 16 241,00 ? ;  
01.05.19; 9 524,00 ? ; 12 728,00 ? ; 16 232,00 ? ;  
02.05.19; 9 528,00 ? ; 12 710,00 ? ; 16 219,00 ? ; 26,56 ? 
03.05.19; 9 533,00 ? ; 12 693,00 ? ; 16 203,00 ? ; 26,48 ? 
04.05.19; 9 538,00 ? ; 12 673,00 ? ; 16 182,00 ? ; 26,48 ? 
05.05.19; 9 542,00 ? ; 12 655,00 ? ; 16 161,00 ? ; 26,48 ? 
06.05.19; 9 547,00 ? ; 12 640,00 ? ; 16 140,00 ? ; 26,50 ? 
07.05.19; 9 552,00 ? ; 12 627,00 ? ; 16 120,00 ? ; 26,34 ? 
08.05.19; 9 558,00 ? ; 12 617,00 ? ; 16 101,00 ? ; 26,25 ? 
09.05.19; 9 564,00 ? ; 12 610,00 ? ; 16 086,00 ? ; 26,25 ? 
10.05.19; 9 574,00 ? ; 12 608,00 ? ; 16 073,00 ? ; 26,21 ? 
11.05.19; 9 585,00 ? ; 12 610,00 ? ; 16 061,00 ? ; 26,21 ? 
12.05.19; 9 594,00 ? ; 12 615,00 ? ; 16 049,00 ? ; 26,21 ? 
13.05.19; 9 602,00 ? ; 12 624,00 ? ; 16 037,00 ? ; 26,11 ? 
14.05.19; 9 612,00 ? ; 12 637,00 ? ; 16 027,00 ? ; 26,16 ? 
15.05.19; 9 624,00 ? ; 12 655,00 ? ; 16 020,00 ? ; 26,37 ? 
16.05.19; 9 638,00 ? ; 12 676,00 ? ; 16 015,00 ? ; 26,34 ? 
17.05.19; 9 655,00 ? ; 12 701,00 ? ; 16 014,00 ? ; 26,37 ? 
18.05.19; 9 674,00 ? ; 12 727,00 ? ; 16 014,00 ? ; 26,37 ? 
19.05.19; 9 695,00 ? ; 12 755,00 ? ; 16 017,00 ? ; 26,37 ? 
20.05.19; 9 718,00 ? ; 12 782,00 ? ; 16 019,00 ? ; 26,20 ? 
21.05.19; 9 744,00 ? ; 12 809,00 ? ; 16 023,00 ? ; 26,11 ? 
22.05.19; 9 772,00 ? ; 12 834,00 ? ; 16 026,00 ? ; 26,30 ? 
23.05.19; 9 799,00 ? ; 12 859,00 ? ; 16 029,00 ? ; 26,34 ? 
24.05.19; 9 825,00 ? ; 12 882,00 ? ; 16 031,00 ? ; 26,47 ? 
25.05.19; 9 848,00 ? ; 12 903,00 ? ; 16 027,00 ? ; 26,47 ? 
26.05.19; 9 870,00 ? ; 12 922,00 ? ; 16 022,00 ? ; 26,47 ? 
27.05.19; 9 891,00 ? ; 12 939,00 ? ; 16 016,00 ? ; 26,33 ? 
28.05.19; 9 912,00 ? ; 12 953,00 ? ; 16 009,00 ? ; 26,41 ? 
29.05.19; 9 931,00 ? ; 12 965,00 ? ; 15 999,00 ? ; 26,68 ? 
30.05.19; 9 947,00 ? ; 12 975,00 ? ; 15 988,00 ? ; 26,87 ? 
31.05.19; 9 961,00 ? ; 12 983,00 ? ; 15 975,00 ? ; 26,85 ? 
01.06.19; 9 973,00 ? ; 12 989,00 ? ; 15 960,00 ? ; 26,85 ? 
02.06.19; 9 983,00 ? ; 12 993,00 ? ; 15 943,00 ? ; 26,85 ? 
03.06.19; 9 991,00 ? ; 12 995,00 ? ; 15 926,00 ? ; 26,95 ? 
04.06.19; 9 996,00 ? ; 12 997,00 ? ; 15 906,00 ? ; 27,21 ? 
05.06.19; 9 999,00 ? ; 12 999,00 ? ; 15 886,00 ? ; 26,93 ? 
06.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 865,00 ? ; 26,80 ? 
07.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 841,00 ? ; 26,60 ? 
08.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 817,00 ? ; 26,60 ? 
09.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 796,00 ? ; 26,60 ? 
10.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 776,00 ? ; 26,38 ? 
11.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 758,00 ? ; 26,30 ? 
12.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 742,00 ? ; 26,40 ? 
13.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 730,00 ? ; 26,42 ? 
14.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 722,00 ? ; 26,42 ? 
15.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 717,00 ? ; 26,42 ? 
16.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 717,00 ? ; 26,42 ? 
17.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 719,00 ? ; 26,42 ? 
18.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 725,00 ? ; 26,39 ? 
19.06.19; 10 000,00 ? ; 13 000,00 ? ; 15 737,00 ? ; 26,33 ? 
20.06.19; 10 000,00 ? ; 12 999,00 ? ; 15 753,00 ? ; 26,38 ? 
21.06.19; 10 000,00 ? ; 12 998,00 ? ; 15 774,00 ? ; 26,27 ? 
22.06.19; 10 000,00 ? ; 12 997,00 ? ; 15 801,00 ? ; 26,27 ? 
23.06.19; 10 000,00 ? ; 12 995,00 ? ; 15 836,00 ? ; 26,27 ? 
24.06.19; 10 000,00 ? ; 12 994,00 ? ; 15 878,00 ? ; 26,19 ? 
25.06.19; 10 000,00 ? ; 12 992,00 ? ; 15 922,00 ? ; 26,19 ? 
26.06.19; 10 000,00 ? ; 12 991,00 ? ; 15 970,00 ? ; 26,17 ? 
27.06.19; 10 000,00 ? ; 12 989,00 ? ; 16 019,00 ? ; 26,18 ? 
28.06.19; 10 000,00 ? ; 12 988,00 ? ; 16 066,00 ? ; 26,18 ? 
29.06.19; 10 000,00 ? ; 12 986,00 ? ; 16 112,00 ? ; 26,18 ? 
30.06.19; 10 000,00 ? ; 12 986,00 ? ; 16 155,00 ? ; 26,18 ? 
01.07.19; 10 000,00 ? ; 12 986,00 ? ; 16 196,00 ? ; 26,21 ? 
02.07.19; 10 001,00 ? ; 12 988,00 ? ; 16 237,00 ? ; 26,18 ? 
03.07.19; 10 002,00 ? ; 12 993,00 ? ; 16 271,00 ? ; 26,04 ? 
04.07.19; 10 003,00 ? ; 12 999,00 ? ; 16 302,00 ? ; 25,87 ? 
05.07.19; 10 004,00 ? ; 13 010,00 ? ; 16 327,00 ? ; 25,71 ? 
06.07.19; 10 005,00 ? ; 13 023,00 ? ; 16 346,00 ? ; 25,71 ? 
07.07.19; 10 006,00 ? ; 13 041,00 ? ; 16 359,00 ? ; 25,71 ? 
08.07.19; 10 007,00 ? ; 13 063,00 ? ; 16 361,00 ? ; 25,60 ? 
09.07.19; 10 009,00 ? ; 13 089,00 ? ; 16 352,00 ? ; 25,49 ? 
10.07.19; 10 012,00 ? ; 13 119,00 ? ; 16 340,00 ? ; 25,70 ? 
11.07.19; 10 016,00 ? ; 13 154,00 ? ; 16 324,00 ? ; 25,80 ? 
12.07.19; 10 020,00 ? ; 13 193,00 ? ; 16 306,00 ? ; 25,76 ? 
13.07.19; 10 025,00 ? ; 13 236,00 ? ; 16 293,00 ? ; 25,76 ? 
14.07.19; 10 033,00 ? ; 13 283,00 ? ; 16 284,00 ? ; 25,76 ? 
15.07.19; 10 044,00 ? ; 13 334,00 ? ; 16 280,00 ? ; 25,74 ? 
16.07.19; 10 055,00 ? ; 13 387,00 ? ; 16 280,00 ? ; 25,86 ? 
17.07.19; 10 068,00 ? ; 13 441,00 ? ; 16 285,00 ? ; 25,86 ? 
18.07.19; 10 083,00 ? ; 13 494,00 ? ; 16 296,00 ? ; 26,03 ? 
19.07.19; 10 098,00 ? ; 13 548,00 ? ; 16 309,00 ? ; 25,82 ? 
20.07.19; 10 115,00 ? ; 13 601,00 ? ; 16 328,00 ? ; 25,82 ? 
21.07.19; 10 134,00 ? ; 13 654,00 ? ; 16 354,00 ? ; 25,82 ? 
22.07.19; 10 155,00 ? ; 13 703,00 ? ; 16 386,00 ? ; 25,64 ? 
23.07.19; 10 178,00 ? ; 13 747,00 ? ; 16 427,00 ? ; 25,63 ? 
24.07.19; 10 199,00 ? ; 13 790,00 ? ; 16 480,00 ? ; 25,52 ? 
25.07.19; 10 219,00 ? ; 13 828,00 ? ; 16 540,00 ? ; 25,49 ? 
26.07.19; 10 241,00 ? ; 13 861,00 ? ; 16 607,00 ? ; 25,44 ? 
27.07.19; 10 264,00 ? ; 13 891,00 ? ; 16 680,00 ? ; 25,44 ? 
28.07.19; 10 284,00 ? ; 13 916,00 ? ; 16 753,00 ? ; 25,44 ? 
29.07.19; 10 303,00 ? ; 13 939,00 ? ; 16 825,00 ? ; 25,25 ? 
30.07.19; 10 319,00 ? ; 13 958,00 ? ; 16 895,00 ? ; 25,09 ? 
31.07.19; 10 333,00 ? ; 13 974,00 ? ; 16 961,00 ? ; 25,02 ? 
01.08.19; 10 346,00 ? ; 13 988,00 ? ; 17 022,00 ? ; 25,35 ? 
02.08.19; 10 357,00 ? ; 14 000,00 ? ; 17 079,00 ? ; 25,54 ? 
03.08.19; 10 370,00 ? ; 14 011,00 ? ; 17 133,00 ? ; 25,54 ? 
04.08.19; 10 382,00 ? ; 14 022,00 ? ; 17 184,00 ? ; 25,54 ? 
05.08.19; 10 393,00 ? ; 14 033,00 ? ; 17 231,00 ? ; 25,74 ? 
06.08.19; 10 403,00 ? ; 14 045,00 ? ; 17 273,00 ? ; 25,59 ? 
07.08.19; 10 413,00 ? ; 14 060,00 ? ; 17 310,00 ? ; 25,42 ? 
08.08.19; 10 422,00 ? ; 14 075,00 ? ; 17 337,00 ? ; 25,32 ? 
09.08.19; 10 432,00 ? ; 14 091,00 ? ; 17 353,00 ? ; 25,09 ? 
10.08.19; 10 442,00 ? ; 14 108,00 ? ; 17 358,00 ? ; 25,09 ? 
11.08.19; 10 450,00 ? ; 14 125,00 ? ; 17 352,00 ? ; 25,09 ? 
12.08.19; 10 457,00 ? ; 14 142,00 ? ; 17 337,00 ? ; 25,16 ? 
13.08.19; 10 465,00 ? ; 14 157,00 ? ; 17 314,00 ? ; 25,15 ? 
14.08.19; 10 472,00 ? ; 14 169,00 ? ; 17 288,00 ? ; 25,25 ? 
15.08.19; 10 479,00 ? ; 14 183,00 ? ; 17 261,00 ? ; 25,32 ? 
16.08.19; 10 487,00 ? ; 14 198,00 ? ; 17 235,00 ? ; 25,14 ? 
17.08.19; 10 494,00 ? ; 14 212,00 ? ; 17 208,00 ? ; 25,14 ? 
18.08.19; 10 499,00 ? ; 14 223,00 ? ; 17 181,00 ? ; 25,14 ? 
19.08.19; 10 502,00 ? ; 14 230,00 ? ; 17 155,00 ? ; 25,18 ? 
20.08.19; 10 503,00 ? ; 14 233,00 ? ; 17 128,00 ? ; 25,13 ? 
21.08.19; 10 501,00 ? ; 14 235,00 ? ; 17 104,00 ? ; 25,20 ? 
22.08.19; 10 499,00 ? ; 14 235,00 ? ; 17 082,00 ? ; 25,04 ? 
23.08.19; 10 497,00 ? ; 14 236,00 ? ; 17 066,00 ? ; 25,06 ? 
24.08.19; 10 494,00 ? ; 14 239,00 ? ; 17 058,00 ? ; 25,06 ? 
25.08.19; 10 490,00 ? ; 14 244,00 ? ; 17 057,00 ? ; 25,06 ? 
26.08.19; 10 490,00 ? ; 14 253,00 ? ; 17 064,00 ? ; 25,06 ? 
27.08.19; 10 489,00 ? ; 14 266,00 ? ; 17 076,00 ? ; 25,16 ? 
28.08.19; 10 490,00 ? ; 14 283,00 ? ; 17 097,00 ? ; 25,22 ? 
29.08.19; 10 494,00 ? ; 14 305,00 ? ; 17 124,00 ? ; 25,23 ? 
30.08.19; 10 499,00 ? ; 14 330,00 ? ; 17 156,00 ? ; 25,14 ? 
31.08.19; 10 507,00 ? ; 14 358,00 ? ; 17 192,00 ? ; 25,14 ? 
01.09.19; 10 517,00 ? ; 14 389,00 ? ; 17 233,00 ? ; 25,14 ? 
02.09.19; 10 530,00 ? ; 14 426,00 ? ; 17 277,00 ? ; 25,26 ? 
03.09.19; 10 542,00 ? ; 14 470,00 ? ; 17 327,00 ? ; 25,26 ? 
04.09.19; 10 559,00 ? ; 14 519,00 ? ; 17 379,00 ? ;  
05.09.19; 10 579,00 ? ; 14 572,00 ? ; 17 428,00 ? ;  
06.09.19; 10 601,00 ? ; 14 622,00 ? ; 17 476,00 ? ; 25,31 ? 
07.09.19; 10 625,00 ? ; 14 672,00 ? ; 17 520,00 ? ; 25,31 ? 
08.09.19; 10 651,00 ? ; 14 720,00 ? ; 17 560,00 ? ; 25,31 ? 
09.09.19; 10 679,00 ? ; 14 764,00 ? ; 17 596,00 ? ; 25,09 ? 
10.09.19; 10 707,00 ? ; 14 804,00 ? ; 17 629,00 ? ; 25,03 ? 
11.09.19; 10 738,00 ? ; 14 841,00 ? ; 17 661,00 ? ; 24,88 ? 
12.09.19; 10 767,00 ? ; 14 874,00 ? ; 17 688,00 ? ; 24,97 ? 
13.09.19; 10 795,00 ? ; 14 903,00 ? ; 17 710,00 ? ; 24,83 ? 
14.09.19; 10 820,00 ? ; 14 928,00 ? ; 17 726,00 ? ; 24,83 ? 
15.09.19; 10 842,00 ? ; 14 949,00 ? ; 17 734,00 ? ; 24,83 ? 
16.09.19; 10 863,00 ? ; 14 966,00 ? ; 17 733,00 ? ; 24,71 ? 
17.09.19; 10 881,00 ? ; 14 979,00 ? ; 17 723,00 ? ; 24,77 ? 
18.09.19; 10 902,00 ? ; 14 987,00 ? ; 17 704,00 ? ; 24,76 ? 
19.09.19; 10 920,00 ? ; 14 989,00 ? ; 17 679,00 ? ; 24,67 ? 
20.09.19; 10 936,00 ? ; 14 988,00 ? ; 17 652,00 ? ; 24,62 ? 
21.09.19; 10 950,00 ? ; 14 987,00 ? ; 17 622,00 ? ; 24,62 ? 
22.09.19; 10 962,00 ? ; 14 985,00 ? ; 17 596,00 ? ; 24,62 ? 
23.09.19; 10 971,00 ? ; 14 981,00 ? ; 17 570,00 ? ; 24,43 ? 
24.09.19; 10 979,00 ? ; 14 974,00 ? ; 17 546,00 ? ; 24,33 ? 
25.09.19; 10 984,00 ? ; 14 966,00 ? ; 17 523,00 ? ; 24,21 ? 
26.09.19; 10 984,00 ? ; 14 955,00 ? ; 17 499,00 ? ; 24,12 ? 
27.09.19; 10 982,00 ? ; 14 942,00 ? ; 17 473,00 ? ; 24,19 ? 
28.09.19; 10 980,00 ? ; 14 926,00 ? ; 17 446,00 ? ; 24,19 ? 
29.09.19; 10 978,00 ? ; 14 910,00 ? ; 17 423,00 ? ; 24,19 ? 
30.09.19; 10 975,00 ? ; 14 891,00 ? ; 17 408,00 ? ; 24,08 ? 
01.10.19; 10 971,00 ? ; 14 871,00 ? ; 17 402,00 ? ; 24,20 ? 
02.10.19; 10 964,00 ? ; 14 848,00 ? ; 17 406,00 ? ; 24,56 ? 
03.10.19; 10 953,00 ? ; 14 825,00 ? ; 17 413,00 ? ; 24,86 ? 
04.10.19; 10 940,00 ? ; 14 803,00 ? ; 17 428,00 ? ; 24,88 ? 
05.10.19; 10 924,00 ? ; 14 779,00 ? ; 17 445,00 ? ; 24,88 ? 
06.10.19;;;; 24,88 ? 
07.10.19; 10 909,00 ? ; 14 753,00 ? ; 17 463,00 ? ; 24,61 ? 
08.10.19; 10 893,00 ? ; 14 725,00 ? ; 17 476,00 ? ; 24,87 ? 
09.10.19; 10 878,00 ? ; 14 697,00 ? ; 17 489,00 ? ; 24,71 ? 
10.10.19; 10 862,00 ? ; 14 671,00 ? ; 17 500,00 ? ; 24,70 ? 
11.10.19; 10 847,00 ? ; 14 648,00 ? ; 17 508,00 ? ; 24,53 ? 
12.10.19; 10 836,00 ? ; 14 626,00 ? ; 17 514,00 ? ; 24,53 ? 
13.10.19; 10 829,00 ? ; 14 607,00 ? ; 17 519,00 ? ; 24,53 ? 
14.10.19; 10 820,00 ? ; 14 590,00 ? ; 17 522,00 ? ; 24,53 ? 
15.10.19; 10 809,00 ? ; 14 574,00 ? ; 17 518,00 ? ; 24,54 ? 
16.10.19; 10 796,00 ? ; 14 559,00 ? ; 17 505,00 ? ; 24,79 ? 
17.10.19; 10 787,00 ? ; 14 546,00 ? ; 17 484,00 ? ; 24,84 ? 
18.10.19; 10 782,00 ? ; 14 534,00 ? ; 17 455,00 ? ; 24,73 ? 
19.10.19; 10 782,00 ? ; 14 523,00 ? ; 17 428,00 ? ; 24,73 ? 
20.10.19; 10 787,00 ? ; 14 512,00 ? ; 17 396,00 ? ; 24,73 ? 
21.10.19; 10 793,00 ? ; 14 504,00 ? ; 17 366,00 ? ; 25,04 ? 
22.10.19; 10 798,00 ? ; 14 495,00 ? ; 17 338,00 ? ; 24,98 ? 
23.10.19; 10 798,00 ? ; 14 486,00 ? ; 17 317,00 ? ; 24,84 ? 
24.10.19; 10 796,00 ? ; 14 476,00 ? ; 17 291,00 ? ; 24,89 ? 
25.10.19; 10 791,00 ? ; 14 464,00 ? ; 17 264,00 ? ; 25,11 ? 
26.10.19; 10 784,00 ? ; 14 450,00 ? ; 17 241,00 ? ; 25,11 ? 
27.10.19; 10 773,00 ? ; 14 433,00 ? ; 17 221,00 ? ; 25,11 ? 
28.10.19; 10 757,00 ? ; 14 414,00 ? ; 17 205,00 ? ; 25,17 ? 
29.10.19; 10 741,00 ? ; 14 393,00 ? ; 17 195,00 ? ; 25,07 ? 
30.10.19; 10 727,00 ? ; 14 371,00 ? ; 17 191,00 ? ; 25,11 ? 
31.10.19; 10 715,00 ? ; 14 348,00 ? ; 17 191,00 ? ; 25 
01.11.19; 10 699,00 ? ; 14 324,00 ? ; 17 195,00 ? ; 24,82 ? 
02.11.19; 10 681,00 ? ; 14 301,00 ? ; 17 207,00 ? ; 24,82 ? 
03.11.19; 10 660,00 ? ; 14 276,00 ? ; 17 220,00 ? ; 24,82 ? 
04.11.19; 10 636,00 ? ; 14 249,00 ? ; 17 235,00 ? ; 24,74 ? 
05.11.19; 10 613,00 ? ; 14 219,00 ? ; 17 251,00 ? ; 24,80 ? 
06.11.19; 10 592,00 ? ; 14 192,00 ? ; 17 267,00 ? ; 24,72 ? 
07.11.19; 10 577,00 ? ; 14 167,00 ? ; 17 283,00 ? ; 24,66 ? 
08.11.19; 10 565,00 ? ; 14 144,00 ? ; 17 307,00 ? ; 24,52 ? 
09.11.19; 10 557,00 ? ; 14 123,00 ? ; 17 336,00 ? ; 24,52 ? 
10.11.19; 10 550,00 ? ; 14 104,00 ? ; 17 371,00 ? ; 24,52 ? 
11.11.19; 10 545,00 ? ; 14 088,00 ? ; 17 409,00 ? ; 24,50 ? 
12.11.19; 10 544,00 ? ; 14 073,00 ? ; 17 448,00 ? ; 24,51 ? 
13.11.19; 10 547,00 ? ; 14 061,00 ? ; 17 487,00 ? ; 24,46 ? 
14.11.19; 10 552,00 ? ; 14 051,00 ? ; 17 529,00 ? ; 24,32 ? 
15.11.19; 10 560,00 ? ; 14 040,00 ? ; 17 574,00 ? ; 24,25 ? 
16.11.19; 10 572,00 ? ; 14 030,00 ? ; 17 624,00 ? ; 24,25 ? 
17.11.19; 10 584,00 ? ; 14 019,00 ? ; 17 670,00 ? ; 24,25 ? 
18.11.19; 10 597,00 ? ; 14 008,00 ? ; 17 714,00 ? ; 24,22 ? 
19.11.19; 10 610,00 ? ; 13 997,00 ? ; 17 755,00 ? ; 24,14 ? 
20.11.19; 10 625,00 ? ; 13 987,00 ? ; 17 795,00 ? ; 24,20 ? 
21.11.19; 10 642,00 ? ; 13 974,00 ? ; 17 832,00 ? ; 24,18 ? 
22.11.19; 10 658,00 ? ; 13 958,00 ? ; 17 866,00 ? ; 24,19 ? 
23.11.19; 10 674,00 ? ; 13 941,00 ? ; 17 896,00 ? ; 24,19 ? 
24.11.19; 10 686,00 ? ; 13 922,00 ? ; 17 921,00 ? ; 24,19 ? 
25.11.19; 10 696,00 ? ; 13 902,00 ? ; 17 940,00 ? ; 24,16 ? 
26.11.19; 10 704,00 ? ; 13 879,00 ? ; 17 955,00 ? ; 24,05 ? 
27.11.19; 10 710,00 ? ; 13 853,00 ? ; 17 964,00 ? ; 23,98 ? 
28.11.19; 10 710,00 ? ; 13 824,00 ? ; 17 970,00 ? ; 23,98 ? 
29.11.19; 10 705,00 ? ; 13 790,00 ? ; 17 971,00 ? ; 24,04 ? 
